name,final
airplanes_image_0010.jpg,0
airplanes_image_0069.jpg,1
airplanes_image_0081.jpg,1
airplanes_image_0136.jpg,0
airplanes_image_0146.jpg,0
airplanes_image_0249.jpg,0
airplanes_image_0270.jpg,0
airplanes_image_0290.jpg,0
airplanes_image_0291.jpg,0
airplanes_image_0352.jpg,1
airplanes_image_0365.jpg,0
airplanes_image_0372.jpg,0
airplanes_image_0432.jpg,1
airplanes_image_0433.jpg,0
airplanes_image_0450.jpg,1
airplanes_image_0456.jpg,0
airplanes_image_0466.jpg,0
airplanes_image_0471.jpg,0
airplanes_image_0503.jpg,1
airplanes_image_0524.jpg,1
airplanes_image_0530.jpg,0
airplanes_image_0593.jpg,0
airplanes_image_0595.jpg,0
airplanes_image_0633.jpg,1
airplanes_image_0640.jpg,0
airplanes_image_0669.jpg,0
airplanes_image_0769.jpg,1
airplanes_image_0774.jpg,0
airplanes_image_0798.jpg,0
airplanes_image_0085.jpg,1
airplanes_image_0109.jpg,0
airplanes_image_0127.jpg,1
airplanes_image_0148.jpg,1
airplanes_image_0197.jpg,1
airplanes_image_0263.jpg,0
airplanes_image_0271.jpg,0
airplanes_image_0311.jpg,1
airplanes_image_0335.jpg,1
airplanes_image_0343.jpg,1
airplanes_image_0344.jpg,1
airplanes_image_0368.jpg,0
airplanes_image_0401.jpg,0
airplanes_image_0619.jpg,0
airplanes_image_0636.jpg,0
airplanes_image_0646.jpg,0
airplanes_image_0706.jpg,0
airplanes_image_0726.jpg,1
airplanes_image_0736.jpg,1
airplanes_image_0783.jpg,1
airplanes_image_0006.jpg,1
airplanes_image_0009.jpg,1
airplanes_image_0014.jpg,0
airplanes_image_0037.jpg,1
airplanes_image_0056.jpg,0
airplanes_image_0100.jpg,0
airplanes_image_0141.jpg,1
airplanes_image_0305.jpg,0
airplanes_image_0306.jpg,1
airplanes_image_0459.jpg,1
airplanes_image_0483.jpg,1
airplanes_image_0569.jpg,0
airplanes_image_0582.jpg,0
airplanes_image_0583.jpg,0
airplanes_image_0586.jpg,0
airplanes_image_0656.jpg,0
airplanes_image_0664.jpg,0
airplanes_image_0668.jpg,0
airplanes_image_0688.jpg,0
airplanes_image_0708.jpg,0
airplanes_image_0779.jpg,1
airplanes_image_0785.jpg,1
airplanes_image_0791.jpg,0
airplanes_image_0794.jpg,0
airplanes_image_0041.jpg,1
airplanes_image_0077.jpg,1
airplanes_image_0105.jpg,1
airplanes_image_0160.jpg,1
airplanes_image_0182.jpg,0
airplanes_image_0328.jpg,1
airplanes_image_0354.jpg,1
airplanes_image_0412.jpg,1
airplanes_image_0463.jpg,1
airplanes_image_0520.jpg,0
airplanes_image_0581.jpg,0
airplanes_image_0587.jpg,0
airplanes_image_0596.jpg,0
airplanes_image_0600.jpg,0
airplanes_image_0627.jpg,0
airplanes_image_0662.jpg,0
